;ITALIAN
gui/hud/building_name/morphium_powerplant;Centrale elettrica di Morphium
gui/hud/building_name/nuclear_powerplant;Centrale nucleare
gui/hud/building_name/outpost;Avamposto
gui/hud/building_name/pipe_straight;Conduttura
gui/hud/building_name/planet_scanner;Scanner orbitale
gui/hud/building_name/plant_biomass_powerplant;Impianto di biomassa
gui/hud/building_name/plasma_converter;Convertitore al plasma
gui/hud/building_name/portal;Portale della spaccatura
gui/hud/building_name/pot;Pianta decorativa
gui/hud/building_name/pumpkin;Connettore di zucca
gui/hud/building_name/quantum_gate_stabilizer;Stabilizzatore di porta quantistica
gui/hud/building_name/rare_element_mine;Miniera di elementi rari
gui/hud/building_name/repair_facility;Struttura di riparazione
gui/hud/building_name/repair_tool;Strumento di riparazione
gui/hud/building_name/research_station;Stazione di ricerca
gui/hud/building_name/rift_magnetic_stabilizer;Stabilizzatore magnetico Rift
gui/hud/building_name/rift_magnetic_stabilizer_alien;Stabilizzatore magnetico avanzato
gui/hud/building_name/rift_station;Stazione di Rift
gui/hud/building_name/rubble_with_pipe_entrance_magma;Macerie – Magma
gui/hud/building_name/rubble_with_pipe_entrance_sludge;Macerie – Fango
gui/hud/building_name/rubble_with_pipe_entrance_water;Macerie – Acqua
gui/hud/building_name/sell_tool;Strumento di vendita
gui/hud/building_name/shield_generator;Generatore di scudi
gui/hud/building_name/short_range_radar;Radar
gui/hud/building_name/solar_panels;Pannelli solari
gui/hud/building_name/solid_material_storage;Stoccaggio di materiali solidi
gui/hud/building_name/statue_crystal;Statua di cristallo
gui/hud/building_name/statue_gold;Statua dorata
gui/hud/building_name/statue_metal;Statua in acciaio
gui/hud/building_name/statue_stone;Statua di pietra
gui/hud/building_name/steel_factory;Fabbrica di Ironio
gui/hud/building_name/supercoolant_refinery;Raffineria di superrefrigerante
gui/hud/building_name/switch_tool;Interruttore di alimentazione
gui/hud/building_name/tombstone;Muro di pietra tombale
gui/hud/building_name/tower_aa_basic;Torre AA Base
gui/hud/building_name/tower_alien_influence;Torre di Morphium
gui/hud/building_name/tower_ammunition_factory;Fabbrica di munizioni Tower
gui/hud/building_name/tower_artillery;Torre di artiglieria
gui/hud/building_name/tower_basic;Torre della Sentinella
gui/hud/building_name/tower_drone_attack;Torre dei droni d'attacco
gui/hud/building_name/tower_flamer;Torre del Fiammatore
gui/hud/building_name/tower_heavy_artillery;Torre di artiglieria pesante
gui/hud/building_name/tower_laser;Torre laser
gui/hud/building_name/tower_lightning;Torre dei fulmini
gui/hud/building_name/tower_mine_layer;Torre di posa della miniera
gui/hud/building_name/tower_minigun;Torre della mitragliatrice
gui/hud/building_name/tower_plasma;Torre al plasma
gui/hud/building_name/tower_railgun;Torre del cannone ferroviario
gui/hud/building_name/tower_rockets;Torre del razzo
gui/hud/building_name/tower_shockwave;Torre Shockwave
gui/hud/building_name/upgrade_tool;Strumento di aggiornamento
gui/hud/building_name/uranium_centrifuge;Centrifuga all'uranio
gui/hud/building_name/wall_energy;Muro di energia
gui/hud/building_name/wall_gate;Porta del Muro
gui/hud/building_name/wall_small;Muro di base
gui/hud/building_name/wall_small_floor;Pavimento con parete rialzata
gui/hud/building_name/water_filtering_plant;Impianto di filtraggio dell'acqua
gui/hud/building_name/weather_controller;Stazione di controllo meteorologico
gui/hud/building_name/wind_turbine;Turbina eolica
gui/hud/day;Giorno
gui/hud/defeat;Sconfitta
gui/hud/discoverable_popup.label;Nuove specie scoperte
gui/hud/floating_info/resisted;Resistettero
gui/hud/hud_drop/dropped_items;Hai lasciato cadere alcune armi:
gui/hud/local;Locale
gui/hud/mod_name_prefix;Modo
gui/hud/no_compressed_resources;Non disponibile
gui/hud/no_research;Nessuna ricerca selezionata!
gui/hud/objective/failed;Obiettivo fallito!
gui/hud/objective/finished;Obiettivo raggiunto!
gui/hud/objective/new;Nuovo obiettivo!
gui/hud/pickup/award;Premio:
gui/hud/reward_popup/acid_unlocked;Sopravvivenza – Pianure Acide sbloccate
gui/hud/reward_popup/desert_unlocked;Sopravvivenza – Deserto radioattivo sbloccato
gui/hud/reward_popup/magma_unlocked;Sopravvivenza – Area vulcanica sbloccata
gui/hud/saplings_header;Giovani piantine:
gui/hud/saplings_unavailable_on_biome;Non disponibile in questo bioma
gui/hud/saplings/selected;Selezionato
gui/hud/tooltip/building_rotate;Per ruotare
gui/hud/tooltip/building_scale;Per cambiare dimensione
gui/hud/tooltip/collect;Raccogli:
gui/hud/tooltip/disarm;Disarma
gui/hud/tooltip/discover;Scopri
gui/hud/tooltip/interact;Interagisci
gui/hud/tooltip/interact_Button;"Tieni premuto <img=""${interact}"">"
gui/hud/tooltip/mine_common;Scava ${resource}
gui/hud/tooltip/open_build_menu;"Premi <img=""${enter_build_mode}""> per aprire il menu di compilazione."
gui/hud/tooltip/use_bioscanner;"Premere <img=""${BIOSCANNER}""> per utilizzare il Bioscanner."
gui/hud/tooltip/use_geoscanner;"Premere <img=""${interact}""> per utilizzare il Geoscanner."
gui/hud/tutorial/change_weapon;"Hai finito le munizioni! Cambia la tua arma <img=""${right_slot}"">!"
gui/hud/tutorial/enter_rift_confirm;Stai per attraversare il portale Rift per tornare sulla Terra.\n\nNe sei sicuro?
gui/hud/tutorial/hq_upgrade_confirm;L'aggiornamento attirerà un attacco molto forte. \n\n Sei sicuro di voler aggiornare l'edificio del quartier generale ora?
gui/hud/tutorial/open_map;"Apri la mappa <img=""${rift_map}"">"
gui/hud/unique_reward_popup;Hai sbloccato un oggetto unico!
gui/hud/victory;Missione compiuta!
gui/hud/victory_demo;Simulazione completata!
gui/hud/victory_prologue_finish_hint;Congratulazioni, hai completato la missione Prologo. Ora sei pronto per iniziare la vera campagna su Galatea 37!
gui/hud/vote/community_voted;La comunità ha votato
gui/hud/vote/event_successful;Evento riuscito
gui/hud/vote/new_tap;Tocca Evento!
gui/hud/vote/new_vote;Nuovo voto!
gui/hud/vote/next_round;Prossimo turno tra:
gui/hud/vote/streaming_activated;Sessione di streaming attiva!
gui/hud/vote/time_left;Tempo rimanente:
gui/hud/vote/total_clicks;Totale clic:
gui/hud/vote/total_votes;Totale voti:
gui/loading_demo_tooltip_01;Stai giocando a una versione Beta di Riftbreaker.\n Tieni presente che potresti riscontrare vari problemi e aspetti del gioco incompleti/sbilanciati.\n Lavori in corso :)
gui/loading/tooltip_01;"Premi <img=""${upgrade_modifier}""> durante la costruzione per cambiare rapidamente il livello dell'edificio selezionato."
gui/loading/tooltip_02;Alcune armi spareranno ininterrottamente quando tieni premuto il grilletto. Altre hanno un colpo alternativo, caricato. Puoi controllare se l'arma ha una modalità caricata nella schermata dell'inventario.
gui/loading/tooltip_03;Gli effetti atmosferici e il ciclo giorno-notte possono influenzare gravemente le tue fonti di energia rinnovabile, come i pannelli solari e le turbine eoliche. Utilizza l'accumulo di energia per risparmiare energia nei momenti in cui la tua produzione di energia è limitata. L'efficienza dell'energia solare ed eolica è visualizzata nell'angolo in basso a destra, sotto la minimappa.
gui/loading/tooltip_04;Non dimenticare di costruire portali nella tua base per aiutarti a viaggiare velocemente verso aree lontane. Non sai mai quale parte della base richiederà la tua attenzione.
gui/loading/tooltip_05;L'aggiornamento degli edifici di produzione di risorse, come le fabbriche di Carbonium e Ironium, aumenta il tasso di estrazione ma non la velocità di esaurimento. Ogni aggiornamento rende i tuoi estrattori molto più efficienti, il che è fondamentale, specialmente nelle fasi avanzate del gioco.
gui/loading/tooltip_06;Ogni nemico ha un diverso set di punti di forza e di debolezza. Una volta raccolti sufficienti campioni della specie, puoi esaminare le loro resistenze nel tuo database. Bisogna capire il proprio nemico per ucciderlo.
gui/loading/tooltip_07;Usa il Geoscanner per cercare cache di risorse nascoste. Sono sparse in ogni mappa e contengono grandi quantità di frammenti di risorse o addirittura depositi completamente nuovi. Il segnale del Geoscanner aumenta di frequenza man mano che ti avvicini a una cache nascosta.
gui/loading/tooltip_08;Puoi sempre riparare il tuo Mecha-Suit tornando al tuo Quartier Generale o Avamposto. È veloce e gratuito.
gui/loading/tooltip_09;Puoi smontare le tue vecchie armi e attrezzature per recuperarne alcune risorse.
gui/loading/tooltip_10;Una chiave per la vittoria è usare più tipi di armi. Usare armi che consumano solo un tipo di munizioni è un modo veloce per farsi uccidere quando si esauriscono.
gui/loading/tooltip_11;I depositi di risorse situati lontano dalla tua base principale sono sfruttati al meglio costruendo piccoli avamposti minerari autonomi. Tutte le risorse solide estratte lì saranno aggiunte al tuo pool di risorse, anche se non c'è una connessione fisica tra l'avamposto minerario e la tua base principale.
gui/loading/tooltip_12;"Tieni premuto <img=""${build}""> mentre costruisci connettori energetici per costruirli automaticamente alla massima portata. Puoi anche costruire muri in questo modo."
gui/loading/tooltip_13;Puoi spegnere i tuoi edifici quando non ne hai bisogno: in questo modo eviterai che consumino le tue riserve di energia.
gui/loading/tooltip_14;Puoi assegnare e usare i tasti di scelta rapida per posizionare edifici specifici più velocemente. I tasti di scelta rapida possono essere personalizzati nel menu 'Controlli'.
gui/loading/tooltip_15;Puoi facilmente sostituire una torre con un tipo diverso di torre costruendone una nuova direttamente sopra di essa. La torre esistente verrà automaticamente venduta per far posto alla sua sostituzione.
gui/loading/tooltip_16;In modalità multigiocatore puoi teletrasportarti rapidamente agli altri giocatori cliccando sulla loro icona accanto alla minimappa o sulla loro freccia quando la minimappa è ingrandita.
gui/loading/tooltip_17;Non affidarti a una sola fonte di energia, alcuni eventi potrebbero paralizzarti in situazioni critiche. Tieni sempre a disposizione una varietà di centrali elettriche.
gui/loading/tooltip_18;Considera di potenziare gli edifici invece di costruirne di nuovi. La gestione dello spazio all'interno della tua base è critica e solitamente è il fattore limitante nella progettazione del layout.
gui/loading/tooltip_19;È possibile posizionare edifici su linee elettriche e hub di alimentazione. Tuttavia, fai attenzione quando sostituisci un hub, perché questo può tagliare fuori l'alimentazione degli edifici circostanti se sono fuori portata.
gui/loading/tooltip_20;Diversifica le tue difese per avere una possibilità contro diversi tipi di nemici. Non vorrai essere colto mentre usi proiettili normali contro nemici con resistenza ai danni fisici.
gui/menu/appearance/skins/acid;${gui/menu/appearance/skins/unique_skin}
gui/menu/appearance/skins/amd;${gui/menu/appearance/skins/unique_skin}
gui/menu/appearance/skins/base;Predefinito
gui/menu/appearance/skins/campaign;${gui/menu/appearance/skins/unique_skin}
gui/menu/appearance/skins/catcorn;Caticorn
gui/menu/appearance/skins/christmas_santa;${gui/menu/appearance/skins/unique_skin}
gui/menu/appearance/skins/christmas_sweater;${gui/menu/appearance/skins/unique_skin}
gui/menu/appearance/skins/desert;${gui/menu/appearance/skins/unique_skin}
gui/menu/appearance/skins/dragon;${gui/menu/appearance/skins/unique_skin}
gui/menu/appearance/skins/dread;Terrore
gui/menu/appearance/skins/exor;${gui/menu/appearance/skins/unique_skin}
gui/menu/appearance/skins/g2;${gui/menu/appearance/skins/unique_skin}
gui/menu/appearance/skins/green;Verde
gui/menu/appearance/skins/intel;${gui/menu/appearance/skins/unique_skin}
gui/menu/appearance/skins/jungle;${gui/menu/appearance/skins/unique_skin}
gui/menu/appearance/skins/lunar;${gui/menu/appearance/skins/unique_skin}
gui/menu/appearance/skins/magma;${gui/menu/appearance/skins/unique_skin}
gui/menu/appearance/skins/pigs;Signor Piggs
gui/menu/appearance/skins/reddy;Reddy
gui/menu/appearance/skins/steel;Acciaio
gui/menu/appearance/skins/tiger;${gui/menu/appearance/skins/unique_skin}
gui/menu/appearance/skins/unique_skin;Skin unica per il signor Riggs
gui/menu/bestiary.additional_damage;Bonus danni familiarità:
gui/menu/bestiary.additional_drop;Risorse bonus familiarità:
gui/menu/bestiary.data_unknown;Dati sconosciuti
gui/menu/bestiary.health;Salute:
gui/menu/bestiary.resistances;Resistenze:
gui/menu/bestiary.resource_drop;Caduta di risorse:
gui/menu/bestiary.reward;Premi per la familiarità:
gui/menu/bestiary.unknown_species;Specie sconosciute
gui/menu/bestiary.vulnerabilities;Vulnerabilità:
gui/menu/bestiary/category_fauna;Fauna aggressiva
gui/menu/bestiary/category_fauna_neutral;Fauna neutra
gui/menu/bestiary/category_flora;Flora
gui/menu/bestiary/category_minerals;Minerali
gui/menu/bestiary/category_other;Altro
gui/menu/bestiary/familiarity_level;Livello di familiarità:
gui/menu/bestiary/header;Banca dati
gui/menu/biome_name/acid;Bioma acido
gui/menu/biome_name/desert;Bioma del deserto
gui/menu/biome_name/jungle;Bioma della giungla
gui/menu/biome_name/magma;Bioma del Magma
gui/menu/category/ammo;Munizioni
gui/menu/category/consumables;Materiali di consumo
gui/menu/category/equipment;Equipaggiamento
gui/menu/category/equipped;Equipaggiato
gui/menu/category/melee_weapons;Armi da mischia
gui/menu/category/mods;Modifiche
