;ITALIAN
DIALOG/objective/ashley_scan_resources_start_01;Ok. Andiamo lì e vediamo cosa possiamo trovare.
DIALOG/objective/ashley_seismic_scanner_tutorial_01;Sì, è un'idea molto buona. Ci permetterà di cercare anomalie nascoste sottoterra come nuovi depositi di risorse, giacimenti di minerali rari o qualsiasi altra sorpresa che questo pianeta potrebbe nasconderci.
DIALOG/objective/ashley_seismic_scanner_tutorial_02;Mi ricorda quando da bambino giocavo a caldo e freddo. Ok, signor Riggs, andiamo a caccia di tesori.
DIALOG/objective/ashley_upgrade_hq_01;Queste creature sono chiaramente attratte dalle nostre emissioni di energia. Quindi sarà come un campanello d'allarme per loro. Dovremmo rafforzare le nostre difese prima di aggiornare il quartier generale
DIALOG/objective/ashley_upgrade_hq_02;Dovremmo rinforzare le nostre difese il più possibile. Le cose si scalderanno molto presto.
DIALOG/objective/ashley_upgrade_hq_03;Abbiamo fatto tutti i preparativi possibili. Usciamo e andiamo a incontrarli!
DIALOG/objective/ashley_upgrade_hq_04;Questo ci farà guadagnare un po' di tempo fino al prossimo attacco. Diamo un'occhiata alle novità dopo l'aggiornamento del quartier generale.
DIALOG/objective/ashley_upgrade_hq_final_01;Siamo pronti. L'ultimo Rift per tornare sulla Terra si sta attivando. Non appena sarà aperto, potremo tornare a casa. Potrebbe anche esserci della torta ad aspettarci. Il Rift invierà forti onde di energia a grande distanza. Ciò agiterà ogni creatura a distanza di corsa dalla nostra base. Dobbiamo prepararci per l'attacco più forte di sempre.
DIALOG/objective/ashley_upgrade_hq_final_02;Immagino che abbiamo fatto tutti i preparativi possibili. Vediamo come la nostra base si comporta contro questa orda!
DIALOG/objective/ashley_upgrade_hq_final_03;Non ci posso credere. Ce l'abbiamo fatta. Ora, andiamo a controllare se c'è ancora un po' di torta per noi.
DIALOG/objective/ashley_upgrade_hq_generic_ready_01;Ok. Siamo pronti per loro.
DIALOG/objective/ashley_upgrade_hq_generic_start_01;Abbiamo un po' di tempo prima dell'attacco. Rafforziamo le nostre difese.
DIALOG/objective/mech_ai_hub_tutorial_01;Non abbiamo abbastanza AI Core per supportare altre torri difensive. Dovrai costruire altri AI Hub per espandere le nostre difese. Ricordati di costruire altre centrali elettriche prima di farlo. Gli AI Hub consumano molta energia.
DIALOG/objective/mech_build_armory_01;Ashley, ti consiglio vivamente di costruire un'Armeria. Ci permetterà di creare nuove armi e potenziamenti e anche di produrre kit di riparazione da campo e altri oggetti utilizzabili.
DIALOG/objective/mech_build_armory_02;La costruzione dell'armeria è terminata. Ora possiamo usarla per creare nuovi oggetti. Produrrà anche automaticamente munizioni per le mie armi.
DIALOG/objective/mech_build_armory_03;Ora che hai creato del nuovo equipaggiamento, non dimenticare di cambiare il mio equipaggiamento e la configurazione delle armi.
DIALOG/objective/mech_build_carbonium_factory_01;Dobbiamo espandere la base. Costruiamo una Carbonium Factory che scavi per noi.
DIALOG/objective/mech_build_carbonium_factory_02;Ashley. Abbiamo davvero bisogno di quella Carbonium Factory.
DIALOG/objective/mech_build_comm_hub_01;Dovremmo iniziare a scaricare nuovi progetti in modo da poter costruire edifici e oggetti più avanzati. Costruisci un Communications Hub il prima possibile.
DIALOG/objective/mech_build_comm_hub_02;La costruzione del Communications Hub è terminata. Ora possiamo usarlo per scaricare nuove tecnologie.
DIALOG/objective/mech_build_comm_hub_03;L'edificio migliorato della sede centrale può supportare più Communication Hub. Se vogliamo scaricare nuove tecnologie più velocemente, allora dovremmo costruirne il maggior numero possibile.
DIALOG/objective/mech_build_hq_01;Ashley, costruisci un edificio del Quartier Generale per garantire la nostra presenza qui. Mi permetterà di ricostruire se la mia armatura verrà distrutta.
DIALOG/objective/mech_build_hq_02;Abbiamo raccolto risorse sufficienti per costruire un edificio che ospiti la sede centrale.
DIALOG/objective/mech_build_outpost_01;Costruzione dell'avamposto in corso. Questo edificio è una versione locale del nostro quartier generale. Mi consentirà di ricostruire ogni volta che sarò distrutto, e ha una stazione di rift permanente a cui possiamo fare rift jump in qualsiasi momento.
DIALOG/objective/mech_build_outpost_02;Tuttavia, bisogna stare attenti a dove collochiamo questi edifici. Il nostro quartier generale ha un limite di capacità per il numero di avamposti che possiamo supportare contemporaneamente, quindi ogni volta che un avamposto non serve più, dovremmo smontarlo e riciclare le risorse che sono state utilizzate per costruirlo.
DIALOG/objective/mech_build_power_plant_01;La nostra base richiederà enormi quantità di energia per funzionare. Al momento possiamo costruire solo alcune centrali elettriche di base: turbine eoliche e centrali elettriche al carbonio.
DIALOG/objective/mech_build_power_plant_02;All'inizio è meglio usare una combinazione di queste fonti di energia. Possiamo bilanciare picchi e carenze di energia immagazzinando l'energia in eccesso in Energy Storage. Ricordati anche di collegare tutti gli edifici alla rete elettrica usando Energy Connectors. Collegano tutti gli edifici nella loro area operativa, anche se le linee elettriche non sono visibili.
DIALOG/objective/mech_build_power_plant_03;Ashley. Ricordati di collegare tutti gli edifici alla rete elettrica. Gli Energy Connector distribuiscono energia a tutti gli edifici nel loro raggio d'azione.
DIALOG/objective/mech_build_power_plant_04;Siamo a corto di energia! Costruisci altre centrali elettriche e collegale alla rete elettrica.
DIALOG/objective/mech_build_tower_ammo_factory_01;Queste torri non possono sparare senza munizioni. Costruisci una Tower Ammo Factory per iniziare a produrre munizioni.
DIALOG/objective/mech_craft_items_01;Ashley, ora che l'armeria è operativa possiamo creare nuove armi.
DIALOG/objective/mech_harvest_encounter_01;Sembra che questa pianta sia la fonte di queste strane emissioni di energia.
DIALOG/objective/mech_harvest_start_01;Sto ricevendo delle letture molto strane da una posizione vicina alla nostra base.
DIALOG/objective/mech_kill_boss_encounter_01;Questa creatura è estremamente ostile. Può essere pericolosa per la nostra base.
DIALOG/objective/mech_kill_boss_end_01;Minaccia neutralizzata.
DIALOG/objective/mech_kill_boss_start_01;Ho rilevato una creatura insolitamente grande che vagava nella zona circostante.
DIALOG/objective/mech_nest_encounter_01;Sembra una specie di nido. Dovremmo liberarlo e ridurre la forza degli attacchi ostili.
DIALOG/objective/mech_nest_end_01;Ciò dovrebbe impedire loro di radunarsi in questa zona e migliorare le nostre possibilità di sopravvivenza.
DIALOG/objective/mech_nest_multiple_end_01;Affermativo. Non sto rilevando altri nidi nel raggio di scansione.
DIALOG/objective/mech_nest_multiple_start_01;Ashley. C'è una grande infestazione ostile qui vicino. Queste creature si stanno concentrando attorno ad alcuni nidi che rappresentano una seria minaccia per la nostra base. Dovremmo uscire e ripulirli.
DIALOG/objective/mech_nest_start_01;Sembra che alcuni degli attacchi di queste creature provengano da un punto comune vicino alla nostra base.
DIALOG/objective/mech_presence_detected_01;Ashley. Sono sicuro che la nostra presenza non passerà inosservata. Dovremmo costruire la nostra base il più velocemente possibile.
DIALOG/objective/mech_presence_detected_02;Sto rilevando un folto gruppo di creature che si sta dirigendo verso la nostra posizione. Sembra che la nostra presenza sia stata notata.
DIALOG/objective/mech_research_technology_01;Il Communications Hub è operativo. Possiamo usarlo per scaricare nuove tecnologie.
DIALOG/objective/mech_scan_resources_encounter_01;Ashley. Utilizza lo strumento sensore per cercare oggetti nascosti sottoterra.
DIALOG/objective/mech_scan_resources_end_01;Ok. Spostiamoci lì e iniziamo a perforare.
DIALOG/objective/mech_scan_resources_start_01;I nostri sensori hanno rilevato la possibile ubicazione di un giacimento di minerali rari.
DIALOG/objective/mech_seismic_scanner_tutorial_01;Ashley, ora che l'Armeria è operativa possiamo costruire lo scanner sismico.
DIALOG/objective/mech_seismic_scanner_tutorial_02;Lo scanner sismico è pronto all'uso. Puoi equipaggiarlo in una qualsiasi delle mie braccia, proprio come un'arma. Pulserà più rapidamente quanto più ci avviciniamo a un'anomalia sismica.
DIALOG/objective/mech_upgrade_hq_01;Sembra che la base sia in funzione. Se vuoi costruire edifici più avanzati, dovrai aggiornare l'edificio della sede centrale. Sfortunatamente, questo processo emette anche molte onde di energia ad alta frequenza...
DIALOG/objective/mech_upgrade_hq_02;Aggiornamento della sede centrale in corso. Ciò attirerà molta attenzione.
DIALOG/objective/mech_upgrade_hq_03;Sento il terreno tremare. Stimo che ci siano alcune centinaia di creature che corrono verso la nostra base. Sono molto vicine. Preparati Ashley.
DIALOG/objective/mech_upgrade_hq_04;Minaccia neutralizzata.
DIALOG/objective/mech_upgrade_hq_final_01;Sento il terreno tremare. Stimo che ci siano alcune migliaia di creature che corrono verso la nostra base. Sono molto vicine. Preparati Ashley.
DIALOG/objective/mech_upgrade_hq_final_02;La spaccatura che riporta sulla Terra si sta stabilizzando. Il numero di creature ostili è stato ridotto al minimo. Ashley, preparati per il viaggio di ritorno a casa.
DIALOG/objective/mech_upgrade_hq_generic_ready_01;I miei sensori rilevano diversi gruppi di creature ostili che si avvicinano alla nostra base.
DIALOG/objective/mech_upgrade_hq_generic_start_01;Aggiornamento della sede centrale in corso. Ciò attirerà molta attenzione.
DIALOG/story/acid/ashley_find_new_resource_01;In realtà qui è piuttosto calmo. È un po' sospetto, non crede, signor Riggs?
DIALOG/story/acid/ashley_find_new_resource_03;Ottimo, quelli che abbiamo trovato finora erano davvero piccoli. Forse possiamo trovare qualcosa su cui piazzare una stazione di mining automatizzata.
DIALOG/story/acid/ashley_find_new_resource_04;I depositi di palladio che abbiamo trovato qui sono troppo piccoli per costruire una stazione mineraria. Tuttavia, abbiamo imparato come trovarli. I dati raccolti con il Geoscanner possono essere immessi nell'Orbital Scanner per cercare palladio estraibile. La nostra missione qui è completata. Possiamo tornare al quartier generale per iniziare a preparare la costruzione di un avamposto minerario di palladio.
DIALOG/story/acid/ashley_find_new_resource_05;Cos'è questo!? Il Geoscanner ha rilevato una riserva nascosta di fluido esplosivo nel sottosuolo. Questa funzionalità è normalmente utilizzata per rilevare campi minati. Ci sono funghi esplosivi nel sottosuolo. Questo deve essere il motivo per cui le colonie di lievito acido non sono presenti in questa zona. Stiamo attenti qui!
DIALOG/story/acid/ashley_find_new_resource_06;Un fungo gigante è appena esploso sotto i nostri piedi! Non me l'aspettavo. Possiamo usare il Geoscanner per rilevare esplosivi nascosti sottoterra. Questa funzionalità è normalmente usata per rilevare campi minati, ma possiamo usarla anche qui. Questo deve essere il motivo per cui le colonie di lievito acido non sono presenti in questa zona. Stiamo attenti qui!
DIALOG/story/acid/ashley_find_rare_resource_01;Ok, prendiamo il Geoscanner e iniziamo a cercare il tesoro.
DIALOG/story/acid/ashley_find_rare_resource_02;Abbiamo raccolto abbastanza campioni di cristallo per iniziare a studiare la manipolazione della rodonite. Questo sbloccherà un sacco di nuove tecnologie.
DIALOG/story/acid/ashley_find_rare_resource_03;Ottimo, dovremmo raccogliere quanta più Rodonite possibile. La useremo più tardi per creare un equipaggiamento migliore,
DIALOG/story/acid/ashley_find_rare_resource_04;Abbiamo raccolto una quantità considerevole di Rhodonite. Dovrebbe essere sufficiente per creare un buon equipaggiamento. Possiamo restare qui e cercare di trovarne ancora di più o tornare ai nostri obiettivi primari.
DIALOG/story/acid/ashley_find_samples_01;Bene, dobbiamo avvicinarci alla radice centrale di una di queste colonie e costruire una stazione di ricerca lì vicino. Non sarà facile.
DIALOG/story/acid/ashley_find_samples_02;Ok, questa sembra la radice centrale della colonia. Ora dobbiamo costruire una stazione di ricerca lì vicino per iniziare la procedura di scansione.
DIALOG/story/acid/ashley_find_samples_03;Ottimo, ora non ci resta che mantenere alimentata la sala di ricerca e lasciarla raccogliere i dati necessari.
DIALOG/story/acid/ashley_find_samples_04;Siamo a metà dell'analisi della radice della colonia di lievito acido. I dati sembrano già molto promettenti.
DIALOG/story/acid/ashley_find_samples_05;Molto interessante. Sembra che siamo stati riconosciuti come una minaccia, le colonie stanno cercando di divorare la nostra base.
DIALOG/story/acid/ashley_resource_outpost_01;Ok, cerchiamo una posizione facilmente difendibile vicino a un deposito di palladio e ricordiamoci di costruire la nostra base su piastrelle anti-corrosive. Questo bioma non rinuncerà facilmente alle sue risorse.
DIALOG/story/acid/ashley_resource_outpost_02;Ciò potrebbe modificare negativamente l'equilibrio ecologico di questo bioma. Consideriamo questa opzione come ultima spiaggia.
DIALOG/story/acid/ashley_resource_outpost_03;Le miniere di elementi rari consumano molta energia. C'è un'abbondanza naturale di fanghi raffinabili in questo bioma. Possiamo facilmente alimentare la nostra base con centrali a gas.
DIALOG/story/acid/ashley_resource_outpost_05;Gli attacchi contro il nostro avamposto stanno aumentando in forza e numero. Dovremmo costruire torri difensive più avanzate per proteggere la nostra base. Anche il lievito acido sta strisciando da tutte le direzioni. Questa zona è molto ricca di risorse, quindi possiamo stabilire basi minerarie aggiuntive se abbiamo bisogno di espandere la nostra economia.
DIALOG/story/acid/ashley_resource_outpost_06;L'operazione mineraria deve averne disturbati molti. Avremo bisogno di torri di difesa avanzate per respingere queste creature. Inoltre, non dimentichiamo di installare campi minati sui percorsi critici verso il nostro avamposto.
DIALOG/story/acid/ashley_resource_outpost_07;Abbiamo difeso il nostro avamposto da orde di mostri sputa-acido, lumache giganti, scarabei della morte sotterranei e lieviti divoratori di tutto. Direi che è un giorno...
